,compliance_id,veh_name,market_share_frac,credits_co2e_Mg_per_vehicle,target_co2e_Mg_per_vehicle,cert_co2e_Mg_per_vehicle,cert_co2e_grams_per_mile,cert_direct_co2e_grams_per_mile,cert_direct_kwh_per_mile,onroad_direct_co2e_grams_per_mile,onroad_direct_kwh_per_mile,new_vehicle_mfr_cost_dollars,new_vehicle_mfr_generalized_cost_dollars,battery_kwh,curbweight_lbs,rated_hp,footprint_ft2,veh_1803_unibody,veh_1803_high_eff_alternator,veh_1803_start_stop,veh_1803_mhev,veh_1803_hev,veh_1803_hev_truck,veh_1803_deac_pd,veh_1803_deac_fc,veh_1803_cegr,veh_1803_atk2,veh_1803_gdi,veh_1803_turb12,veh_1803_turb11,veh_1803_gas_fuel,veh_1803_diesel_fuel,veh_1803_awd,veh_1803_fwd,veh_1803_trx10,veh_1803_trx11,veh_1803_trx12,veh_1803_trx21,veh_1803_trx22,veh_1803_ecvt,veh_1803_ice,veh_1803_fcv,veh_1803_phev,veh_1803_ac_leakage,veh_1803_ac_efficiency,powertrain_type,cs_ftp_1:cert_direct_oncycle_co2e_grams_per_mile,cs_ftp_2:cert_direct_oncycle_co2e_grams_per_mile,cs_ftp_3:cert_direct_oncycle_co2e_grams_per_mile,cs_hwfet:cert_direct_oncycle_co2e_grams_per_mile,cs_us06_1:cert_direct_oncycle_co2e_grams_per_mile,cs_us06_2:cert_direct_oncycle_co2e_grams_per_mile,engine_cylinders,engine_displacement_L,hev_batt_kwh,hev_motor_kw,veh_1803_onroad_direct_co2e_grams_per_mile,veh_1803_onroad_direct_kwh_per_mile,onroad_direct_oncycle_co2e_grams_per_mile,onroad_direct_oncycle_kwh_per_mile,veh_1803_cert_direct_offcycle_co2e_grams_per_mile,veh_1803_cert_direct_offcycle_kwh_per_mile,veh_1803_cert_indirect_offcycle_co2e_grams_per_mile,nominal_onroad_direct_co2e_grams_per_mile,nominal_onroad_direct_kwh_per_mile,veh_1803_cert_direct_oncycle_co2e_grams_per_mile,veh_1803_cert_direct_oncycle_kwh_per_mile,veh_1803_cert_direct_co2e_grams_per_mile,veh_1803_cert_direct_kwh_per_mile,veh_1803_cert_indirect_co2e_grams_per_mile,veh_1803_cert_co2e_grams_per_mile,veh_1803_target_co2e_Mg_per_vehicle,veh_1803_cert_co2e_Mg_per_vehicle,veh_1803_credits_co2e_Mg_per_vehicle,cost_curve_class,structure_mass_lbs,veh_1803_footprint_ft2,structure_material,veh_1803_curbweight_lbs,veh_1803_rated_hp,veh_1803_battery_kwh,veh_1803_motor_kw,veh_1803_engine_cost,veh_1803_driveline_cost,veh_1803_emachine_cost,veh_1803_battery_cost,veh_1803_electrified_driveline_cost,veh_1803_structure_cost,veh_1803_glider_non_structure_cost,veh_1803_new_vehicle_mfr_cost_dollars,powertrain_cost,veh_1803_new_vehicle_mfr_generalized_cost_dollars
0,consolidated_OEM,composite vehicle (sedan_wagon.ICE.truck.NO_ALT),1.0,11.622752537841272,57.57931272,45.956560182158725,203.46915273352985,220.66915273352984,0.0,331.9007072090245,0.0,48352.61903629186,54668.48184646203,0.0,4004.0,250.00000000000003,50.4,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,ICE,286.4897609413856,228.98609206653325,246.50707712049206,215.8310813508606,535.6904676387506,348.3810276226899,4.471257933748874,2.12655208951035,0,0,331.9007072090245,0,331.9007072090245,0,11.600000000000001,0,17.2,331.9007072090245,0,232.26915273352984,0,220.66915273352984,0,0,203.46915273352985,57.57931272,45.956560182158725,11.622752537841272,TDS_TRX22_SS1,842.2189600000002,50.4,steel,4004.0,250.00000000000003,0,0,8915.414728232956,3967.1862940442065,0,0,0,4144.99266,31325.025354014695,48352.61903629186,12882.601022277162,54668.48184646203
