input_template_name:,context.rse_cost_clouds,input_template_version:,0.12,notes:,20221101 version,,,
cost_curve_class,cd_ftp_1:cert_direct_oncycle_kwh_per_mile,cd_ftp_2:cert_direct_oncycle_kwh_per_mile,cd_ftp_3:cert_direct_oncycle_kwh_per_mile,cd_ftp_4:cert_direct_oncycle_kwh_per_mile,cd_hwfet:cert_direct_oncycle_kwh_per_mile,cd_us06_1:cert_direct_oncycle_kwh_per_mile,cd_us06_2:cert_direct_oncycle_kwh_per_mile,bev
BEV,(2.04239003723318E-02 + RLHP20 * 1.34429703762886 + RLHP60 * -0.319614358321661 + HP_ETW * -0.198942580515776 + ETW * 8.34427233290425E-06 + RLHP20 * RLHP60 * 122.090083853081 + RLHP20 * HP_ETW * -14.0399677881335 + RLHP20 * ETW * 2.25165181718119E-02 + RLHP60 * HP_ETW * -2.95302561550527 + RLHP60 * ETW * 4.99547545831097E-03 + HP_ETW * ETW * 6.59440341117367E-05 + RLHP20 * RLHP20 * -85.6395482439138 + RLHP60 * RLHP60 * 54.2577992660339 + HP_ETW * HP_ETW * 1.57387984631755 + ETW * ETW * -1.03041233137725E-10),(3.23252746528204E-02 + RLHP20 * 2.65475897107401 + RLHP60 * -0.330212877626317 + HP_ETW * -0.256338015700275 + ETW * 1.16687023405438E-05 + RLHP20 * RLHP60 * 32.8820137936555 + RLHP20 * HP_ETW * -30.8288932645423 + RLHP20 * ETW * 3.49600795070301E-02 + RLHP60 * HP_ETW * 1.77239491328467 + RLHP60 * ETW * 7.09093370817718E-04 + HP_ETW * ETW * 7.10406094363414E-05 + RLHP20 * RLHP20 * 575.898279913162 + RLHP60 * RLHP60 * 18.6085427356366 + HP_ETW * HP_ETW * 1.90873530278384 + ETW * ETW * -1.15537427477999E-10),(2.09653017972101E-02 + RLHP20 * 1.35102592560284 + RLHP60 * -0.319369764873791 + HP_ETW * -0.198865529136182 + ETW * 8.34346719889675E-06 + RLHP20 * RLHP60 * 122.235954705574 + RLHP20 * HP_ETW * -14.0483245142358 + RLHP20 * ETW * 2.25158485941484E-02 + RLHP60 * HP_ETW * -2.9529392216274 + RLHP60 * ETW * 4.99541261105528E-03 + HP_ETW * ETW * 6.56232484982365E-05 + RLHP20 * RLHP20 * -87.9841368993778 + RLHP60 * RLHP60 * 54.2607222007442 + HP_ETW * HP_ETW * 1.57375562877646 + ETW * ETW * -1.02883782658299E-10),(3.22553533496913E-02 + RLHP20 * 2.65362543579588 + RLHP60 * -0.330282126810694 + HP_ETW * -0.256291898401513 + ETW * 1.1668771017971E-05 + RLHP20 * RLHP60 * 32.8563884786208 + RLHP20 * HP_ETW * -30.8257850813307 + RLHP20 * ETW * 3.49601256636494E-02 + RLHP60 * HP_ETW * 1.77255591011253 + RLHP60 * ETW * 7.09101235400857E-04 + HP_ETW * ETW * 7.10388197914529E-05 + RLHP20 * RLHP20 * 576.375284869454 + RLHP60 * RLHP60 * 18.6110253436997 + HP_ETW * HP_ETW * 1.90852185099688 + ETW * ETW * -1.1553833439292E-10),(1.05381482179092E-02 + RLHP20 * -1.82675715096012 + RLHP60 * -0.143951892210037 + HP_ETW * -0.060187240943159 + ETW * 1.86438656784313E-06 + RLHP20 * RLHP60 * 80.3442126953244 + RLHP20 * HP_ETW * -8.52407182427803 + RLHP20 * ETW * 1.21073713949424E-02 + RLHP60 * HP_ETW * -9.33639545893246 + RLHP60 * ETW * 8.68577990628035E-03 + HP_ETW * ETW * 8.07855447014495E-05 + RLHP20 * RLHP20 * 992.045715938552 + RLHP60 * RLHP60 * 86.8383822840023 + HP_ETW * HP_ETW * 0.659047078473068 + ETW * ETW * -6.83267515051071E-11),(2.70258982564414E-02 + RLHP20 * 18.4737132352324 + RLHP60 * -1.44303357502583 + HP_ETW * -0.804180533618576 + ETW * 3.65164041177376E-05 + RLHP20 * RLHP60 * 172.703198860301 + RLHP20 * HP_ETW * -15.9159689405516 + RLHP20 * ETW * 1.24922848617607E-02 + RLHP60 * HP_ETW * 6.36861832595516 + RLHP60 * ETW * 7.08016865620464E-03 + HP_ETW * ETW * -5.09886432678902E-05 + RLHP20 * RLHP20 * -7520.27170230145 + RLHP60 * RLHP60 * 134.655732865271 + HP_ETW * HP_ETW * 6.29637647530892 + ETW * ETW * -3.08724021544898E-10),(6.97787702118192E-03 + RLHP20 * 0.621974717453633 + RLHP60 * -0.889140147380076 + HP_ETW * -0.121452479195362 + ETW * 4.61552414754877E-06 + RLHP20 * RLHP60 * -343.940240203453 + RLHP20 * HP_ETW * 11.8570550716883 + RLHP20 * ETW * -8.71035671165798E-03 + RLHP60 * HP_ETW * -16.7328129914127 + RLHP60 * ETW * 0.015617339830847 + HP_ETW * ETW * 7.0255376020789E-05 + RLHP20 * RLHP20 * -2.89933467619489 + RLHP60 * RLHP60 * 261.342843464229 + HP_ETW * HP_ETW * 1.28045638956937 + ETW * ETW * -9.26943667536722E-11),1
