input_template_name:,context.rse_cost_clouds,input_template_version:,0.21,notes:,20221021_debug_noP2 version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost_curve_class,cs_ftp_1:cert_direct_oncycle_co2e_grams_per_mile,cs_ftp_2:cert_direct_oncycle_co2e_grams_per_mile,cs_ftp_3:cert_direct_oncycle_co2e_grams_per_mile,cs_hwfet:cert_direct_oncycle_co2e_grams_per_mile,cs_us06_1:cert_direct_oncycle_co2e_grams_per_mile,cs_us06_2:cert_direct_oncycle_co2e_grams_per_mile,engine_displacement_L,engine_cylinders,hev_motor_kw,hev_batt_kwh,unibody,high_eff_alternator,start_stop,mhev,hev,hev_truck,deac_pd,deac_fc,cegr,atk2,gdi,turb12,turb11,gas_fuel,diesel_fuel,awd,fwd,trx10,trx11,trx12,trx21,trx22,ecvt,ice,fcv,phev
GDI_TRX10_SS0,(11.7331857105524 + RLHP20 * -1328.97856929508 + RLHP60 * -2930.06907990174 + HP_ETW * 158.533838477292 + ETW * 3.57053783600818E-02 + RLHP20 * RLHP60 * 668420.375483385 + RLHP20 * HP_ETW * -28907.9913264101 + RLHP20 * ETW * 16.185226603051 + RLHP60 * HP_ETW * -23929.5420404113 + RLHP60 * ETW * 3.92737274329281 + HP_ETW * ETW * 0.27901907777627 + RLHP20 * RLHP20 * 2753069.8496886 + RLHP60 * RLHP60 * 473047.779195576 + HP_ETW * HP_ETW * 1786.33185964689 + ETW * ETW * -1.19448168405293E-07),(12.7646901487983 + RLHP20 * 1475.21572870857 + RLHP60 * -1102.43582129382 + HP_ETW * 282.428681280456 + ETW * 3.42627732035749E-02 + RLHP20 * RLHP60 * 333564.443240866 + RLHP20 * HP_ETW * -7780.65446321928 + RLHP20 * ETW * 23.0104181621505 + RLHP60 * HP_ETW * 9751.26797025433 + RLHP60 * ETW * 0.472770343413116 + HP_ETW * ETW * 0.467592997929969 + RLHP20 * RLHP20 * 4295618.67697728 + RLHP60 * RLHP60 * 59842.6194418321 + HP_ETW * HP_ETW * 557.24205251798 + ETW * ETW * -3.41219370649609E-08),(10.9518800542477 + RLHP20 * -576.827064562588 + RLHP60 * -2527.49678767289 + HP_ETW * 130.478878567904 + ETW * 3.09656187525388E-02 + RLHP20 * RLHP60 * 490909.875222869 + RLHP20 * HP_ETW * -23862.9595099222 + RLHP20 * ETW * 14.0947810237517 + RLHP60 * HP_ETW * -20746.0548809931 + RLHP60 * ETW * 3.4178162316784 + HP_ETW * ETW * 0.244371143986535 + RLHP20 * RLHP20 * 2198476.09436742 + RLHP60 * RLHP60 * 411848.142740989 + HP_ETW * HP_ETW * 1577.81205528723 + ETW * ETW * -1.00498195607072E-07),(14.5365688930926 + RLHP20 * -6063.4264635935 + RLHP60 * -3939.85362525576 + HP_ETW * 204.985626600338 + ETW * 9.68254364284766E-03 + RLHP20 * RLHP60 * 619516.274787119 + RLHP20 * HP_ETW * -64168.0594149786 + RLHP20 * ETW * 8.79959520087394 + RLHP60 * HP_ETW * -56561.0140581101 + RLHP60 * ETW * 6.46365480123532 + HP_ETW * ETW * 0.093224546810718 + RLHP20 * RLHP20 * 3612794.96130939 + RLHP60 * RLHP60 * 596831.407331418 + HP_ETW * HP_ETW * 2847.1587278643 + ETW * ETW * -3.16514023267817E-08),(27.4817529849897 + RLHP20 * 30126.0121102883 + RLHP60 * -4193.37984164754 + HP_ETW * -775.554632352857 + ETW * 0.105347176482277 + RLHP20 * RLHP60 * 1241260.74537487 + RLHP20 * HP_ETW * -138142.069480614 + RLHP20 * ETW * 4.2602969537878 + RLHP60 * HP_ETW * -10785.4056488298 + RLHP60 * ETW * 3.61382875055797 + HP_ETW * ETW * -0.13128460734622 + RLHP20 * RLHP20 * -6986988.30581192 + RLHP60 * RLHP60 * 587530.859674505 + HP_ETW * HP_ETW * 12350.707579048 + ETW * ETW * 2.11695838047637E-07),(18.0953698438296 + RLHP20 * 22134.816701115 + RLHP60 * -18782.8309369627 + HP_ETW * 564.49886636521 + ETW * 1.95820700440511E-02 + RLHP20 * RLHP60 * -2426739.48355243 + RLHP20 * HP_ETW * 14249.8146221396 + RLHP20 * ETW * -8.72736931710102 + RLHP60 * HP_ETW * -112039.070699961 + RLHP60 * ETW * 12.6907956839379 + HP_ETW * ETW * -2.95238065921779E-02 + RLHP20 * RLHP20 * 47117.7290774785 + RLHP60 * RLHP60 * 2268220.50177435 + HP_ETW * HP_ETW * 2476.20956603299 + ETW * ETW * -1.73506895572702E-07),(6.65281256595441E-03 + RLHP20 * 237.681635654089 + RLHP60 * -5.13489721069873 + HP_ETW * 1.68562660861776 + ETW * -3.89695641634425E-05 + RLHP20 * RLHP60 * -2148.89965307972 + RLHP20 * HP_ETW * -43.9185175554199 + RLHP20 * ETW * -1.67732198152349E-02 + RLHP60 * HP_ETW * 51.8007174243208 + RLHP60 * ETW * -2.63425049055081E-04 + HP_ETW * ETW * 0.013147254676306 + RLHP20 * RLHP20 * -91133.8542927753 + RLHP60 * RLHP60 * 543.2298990236 + HP_ETW * HP_ETW * -11.4932105686767 + ETW * ETW * 3.83306373728345E-09),(-5.91440379047316 + RLHP20 * 1079.80009373615 + RLHP60 * -68.3644508189527 + HP_ETW * 171.174428619861 + ETW * 1.49656562649773E-03 + RLHP20 * RLHP60 * 35306.6364252217 + RLHP20 * HP_ETW * -2838.94168196044 + RLHP20 * ETW * -0.22452521955178 + RLHP60 * HP_ETW * 137.859114957141 + RLHP60 * ETW * 7.65161615964592E-03 + HP_ETW * ETW * -4.8283082460337E-03 + RLHP20 * RLHP20 * -22650.0087630172 + RLHP60 * RLHP60 * -2229.7880272648 + HP_ETW * HP_ETW * -644.940398916321 + ETW * ETW * -5.13413313821424E-08),0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
GDI_TRX10_SS1,(10.0039825321219 + RLHP20 * -2109.75625086167 + RLHP60 * -2816.92815519142 + HP_ETW * 91.1906388599054 + ETW * 0.035559941151924 + RLHP20 * RLHP60 * 561986.821670706 + RLHP20 * HP_ETW * -29456.2960558135 + RLHP20 * ETW * 16.2762849265206 + RLHP60 * HP_ETW * -24328.1924396212 + RLHP60 * ETW * 3.91809242436598 + HP_ETW * ETW * 0.237372059864166 + RLHP20 * RLHP20 * 3213438.16974579 + RLHP60 * RLHP60 * 474562.250836735 + HP_ETW * HP_ETW * 2084.71132561872 + ETW * ETW * -1.18980568444917E-07),(11.0752428825826 + RLHP20 * -444.013840480708 + RLHP60 * -1022.4260031227 + HP_ETW * 160.194583870312 + ETW * 3.36630730386752E-02 + RLHP20 * RLHP60 * 365312.785106781 + RLHP20 * HP_ETW * -9479.95522384359 + RLHP20 * ETW * 23.1452705083034 + RLHP60 * HP_ETW * 9598.67806529805 + RLHP60 * ETW * 0.476885112180789 + HP_ETW * ETW * 0.402984092570496 + RLHP20 * RLHP20 * 4714638.94871391 + RLHP60 * RLHP60 * 52232.21215804 + HP_ETW * HP_ETW * 1138.2673458445 + ETW * ETW * -2.71121509490634E-08),(9.00792382006059 + RLHP20 * -2019.69191568347 + RLHP60 * -2416.70541495449 + HP_ETW * 62.2756834223298 + ETW * 3.08315254107409E-02 + RLHP20 * RLHP60 * 456824.121235551 + RLHP20 * HP_ETW * -25035.2254131072 + RLHP20 * ETW * 14.1908348788897 + RLHP60 * HP_ETW * -21320.203575539 + RLHP60 * ETW * 3.40528297623904 + HP_ETW * ETW * 0.198661765992974 + RLHP20 * RLHP20 * 2857708.92940592 + RLHP60 * RLHP60 * 414230.58276418 + HP_ETW * HP_ETW * 1883.86598910772 + ETW * ETW * -9.99132440177968E-08),(14.5255332484778 + RLHP20 * -6131.37339210246 + RLHP60 * -3945.25812414365 + HP_ETW * 204.160214938378 + ETW * 9.6757742374417E-03 + RLHP20 * RLHP60 * 640176.87618033 + RLHP20 * HP_ETW * -64337.4514705364 + RLHP20 * ETW * 8.80018333624528 + RLHP60 * HP_ETW * -56603.5580446629 + RLHP60 * ETW * 6.46432569743347 + HP_ETW * ETW * 9.26416084538619E-02 + RLHP20 * RLHP20 * 3573522.99717165 + RLHP60 * RLHP60 * 596290.287398175 + HP_ETW * HP_ETW * 2856.04467025009 + ETW * ETW * -3.11394581724603E-08),(37.9224699480451 + RLHP20 * 16549.9141155488 + RLHP60 * -4408.52881387467 + HP_ETW * -832.784260496612 + ETW * 0.103641208094434 + RLHP20 * RLHP60 * 1833882.57146218 + RLHP20 * HP_ETW * -143851.898712443 + RLHP20 * ETW * 4.43560433904161 + RLHP60 * HP_ETW * -10270.434030248 + RLHP60 * ETW * 3.67575224226617 + HP_ETW * ETW * -0.131293253815224 + RLHP20 * RLHP20 * -753200.755475714 + RLHP60 * RLHP60 * 562125.155144795 + HP_ETW * HP_ETW * 12702.4083965993 + ETW * ETW * 3.07519427983952E-07),(18.2418363956928 + RLHP20 * 21678.5978586557 + RLHP60 * -18789.2039934964 + HP_ETW * 565.578480807083 + ETW * 1.95688126629172E-02 + RLHP20 * RLHP60 * -2385122.20744608 + RLHP20 * HP_ETW * 15763.3558897499 + RLHP20 * ETW * -8.62756926241278 + RLHP60 * HP_ETW * -111828.387582619 + RLHP60 * ETW * 12.6834058079956 + HP_ETW * ETW * -2.99694901022298E-02 + RLHP20 * RLHP20 * -144002.039072805 + RLHP60 * RLHP60 * 2268471.2526607 + HP_ETW * HP_ETW * 2470.11224227277 + ETW * ETW * -1.72033661087068E-07),(6.65281256595441E-03 + RLHP20 * 237.681635654089 + RLHP60 * -5.13489721069873 + HP_ETW * 1.68562660861776 + ETW * -3.89695641634425E-05 + RLHP20 * RLHP60 * -2148.89965307972 + RLHP20 * HP_ETW * -43.9185175554199 + RLHP20 * ETW * -1.67732198152349E-02 + RLHP60 * HP_ETW * 51.8007174243208 + RLHP60 * ETW * -2.63425049055081E-04 + HP_ETW * ETW * 0.013147254676306 + RLHP20 * RLHP20 * -91133.8542927753 + RLHP60 * RLHP60 * 543.2298990236 + HP_ETW * HP_ETW * -11.4932105686767 + ETW * ETW * 3.83306373728345E-09),(-5.91440379047316 + RLHP20 * 1079.80009373615 + RLHP60 * -68.3644508189527 + HP_ETW * 171.174428619861 + ETW * 1.49656562649773E-03 + RLHP20 * RLHP60 * 35306.6364252217 + RLHP20 * HP_ETW * -2838.94168196044 + RLHP20 * ETW * -0.22452521955178 + RLHP60 * HP_ETW * 137.859114957141 + RLHP60 * ETW * 7.65161615964592E-03 + HP_ETW * ETW * -4.8283082460337E-03 + RLHP20 * RLHP20 * -22650.0087630172 + RLHP60 * RLHP60 * -2229.7880272648 + HP_ETW * HP_ETW * -644.940398916321 + ETW * ETW * -5.13413313821424E-08),0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
GDI_TRX11_SS0,(-18.6394191508114 + RLHP20 * 12807.8043254865 + RLHP60 * -305.034353166838 + HP_ETW * 456.610732204886 + ETW * 4.11505715801544E-02 + RLHP20 * RLHP60 * 352081.766532567 + RLHP20 * HP_ETW * -79946.6597378769 + RLHP20 * ETW * 12.5539915418573 + RLHP60 * HP_ETW * -24532.7781169185 + RLHP60 * ETW * 3.68021392253602 + HP_ETW * ETW * 0.345602665541044 + RLHP20 * RLHP20 * 4381054.33775487 + RLHP60 * RLHP60 * 232129.279134927 + HP_ETW * HP_ETW * 584.343678606957 + ETW * ETW * -4.83915315445589E-07),(17.4416835162073 + RLHP20 * 14917.204675765 + RLHP60 * -719.364054289249 + HP_ETW * 305.348077124595 + ETW * 2.85232052430008E-02 + RLHP20 * RLHP60 * 193097.522211425 + RLHP20 * HP_ETW * -41993.0961331272 + RLHP20 * ETW * 20.1936808367336 + RLHP60 * HP_ETW * 6162.58986657758 + RLHP60 * ETW * 0.452130229577959 + HP_ETW * ETW * 0.585383840014993 + RLHP20 * RLHP20 * -1539582.07722881 + RLHP60 * RLHP60 * 19945.6286926818 + HP_ETW * HP_ETW * 1064.8737741837 + ETW * ETW * 1.80406513926065E-07),(-14.7878575799285 + RLHP20 * 10461.4263747347 + RLHP60 * -404.732183560587 + HP_ETW * 390.656642632621 + ETW * 0.035742271579418 + RLHP20 * RLHP60 * 213844.493951551 + RLHP20 * HP_ETW * -63775.5609028653 + RLHP20 * ETW * 10.932969344418 + RLHP60 * HP_ETW * -21093.9138823587 + RLHP60 * ETW * 3.20674634867383 + HP_ETW * ETW * 0.301964350074644 + RLHP20 * RLHP20 * 4221542.66789982 + RLHP60 * RLHP60 * 216874.414462315 + HP_ETW * HP_ETW * 483.491828849713 + ETW * ETW * -4.24860043121843E-07),(11.5254004549558 + RLHP20 * 727.911757691225 + RLHP60 * -3477.55850083986 + HP_ETW * 277.077082763962 + ETW * 0.010695822608907 + RLHP20 * RLHP60 * 862241.102822112 + RLHP20 * HP_ETW * -57490.6771582718 + RLHP20 * ETW * 7.86518863118236 + RLHP60 * HP_ETW * -47872.9240241049 + RLHP60 * ETW * 6.11729548669384 + HP_ETW * ETW * 0.134271181620069 + RLHP20 * RLHP20 * -618049.332831413 + RLHP60 * RLHP60 * 484622.873872111 + HP_ETW * HP_ETW * 2320.86015886739 + ETW * ETW * -9.38313426832097E-08),(53.2764743218526 + RLHP20 * 53768.1096596337 + RLHP60 * -10322.2664587427 + HP_ETW * -1308.40919319932 + ETW * 9.76570683878626E-02 + RLHP20 * RLHP60 * 4485544.83780045 + RLHP20 * HP_ETW * -167484.318421533 + RLHP20 * ETW * 1.80244269335123 + RLHP60 * HP_ETW * 3676.59816771218 + RLHP60 * ETW * 3.84899525764062 + HP_ETW * ETW * 0.180945545763512 + RLHP20 * RLHP20 * -22770282.6658477 + RLHP60 * RLHP60 * 741627.583486422 + HP_ETW * HP_ETW * 9754.4116566558 + ETW * ETW * -2.18152237647848E-07),(61.2120115774152 + RLHP20 * 32445.5914526181 + RLHP60 * -22155.9621309741 + HP_ETW * 278.157693491918 + ETW * 0.008624902486852 + RLHP20 * RLHP60 * -1928969.72922122 + RLHP20 * HP_ETW * -390.157483646431 + RLHP20 * ETW * -8.56986453227665 + RLHP60 * HP_ETW * -65090.9969150696 + RLHP60 * ETW * 12.6912515875335 + HP_ETW * ETW * 8.24791656882862E-02 + RLHP20 * RLHP20 * -8733660.51770999 + RLHP60 * RLHP60 * 2190933.85406972 + HP_ETW * HP_ETW * 1529.23306703582 + ETW * ETW * 3.3248352270469E-07),(6.65281256595441E-03 + RLHP20 * 237.681635654089 + RLHP60 * -5.13489721069873 + HP_ETW * 1.68562660861776 + ETW * -3.89695641634425E-05 + RLHP20 * RLHP60 * -2148.89965307972 + RLHP20 * HP_ETW * -43.9185175554199 + RLHP20 * ETW * -1.67732198152349E-02 + RLHP60 * HP_ETW * 51.8007174243208 + RLHP60 * ETW * -2.63425049055081E-04 + HP_ETW * ETW * 0.013147254676306 + RLHP20 * RLHP20 * -91133.8542927753 + RLHP60 * RLHP60 * 543.2298990236 + HP_ETW * HP_ETW * -11.4932105686767 + ETW * ETW * 3.83306373728345E-09),(-5.91440379047316 + RLHP20 * 1079.80009373615 + RLHP60 * -68.3644508189527 + HP_ETW * 171.174428619861 + ETW * 1.49656562649773E-03 + RLHP20 * RLHP60 * 35306.6364252217 + RLHP20 * HP_ETW * -2838.94168196044 + RLHP20 * ETW * -0.22452521955178 + RLHP60 * HP_ETW * 137.859114957141 + RLHP60 * ETW * 7.65161615964592E-03 + HP_ETW * ETW * -4.8283082460337E-03 + RLHP20 * RLHP20 * -22650.0087630172 + RLHP60 * RLHP60 * -2229.7880272648 + HP_ETW * HP_ETW * -644.940398916321 + ETW * ETW * -5.13413313821424E-08),0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
GDI_TRX11_SS1,(-20.2661559992302 + RLHP20 * 10215.6124260503 + RLHP60 * -150.981640884199 + HP_ETW * 400.984487059571 + ETW * 4.08585685104726E-02 + RLHP20 * RLHP60 * 386656.372659708 + RLHP20 * HP_ETW * -80007.0072643571 + RLHP20 * ETW * 12.7873068700912 + RLHP60 * HP_ETW * -25325.387737031 + RLHP60 * ETW * 3.676022533658 + HP_ETW * ETW * 0.295999006050847 + RLHP20 * RLHP20 * 4965198.0759585 + RLHP60 * RLHP60 * 227004.854784087 + HP_ETW * HP_ETW * 832.472509020311 + ETW * ETW * -4.72662982237612E-07),(13.4227265545602 + RLHP20 * 12556.29548682 + RLHP60 * -680.346612535712 + HP_ETW * 218.905324345497 + ETW * 2.83694713112325E-02 + RLHP20 * RLHP60 * 231672.995814795 + RLHP20 * HP_ETW * -42267.3619716146 + RLHP20 * ETW * 20.4629857303625 + RLHP60 * HP_ETW * 5928.68023189852 + RLHP60 * ETW * 0.446273358238601 + HP_ETW * ETW * 0.50421574868542 + RLHP20 * RLHP20 * -1301008.72860621 + RLHP60 * RLHP60 * 20715.172584375 + HP_ETW * HP_ETW * 1542.38201786881 + ETW * ETW * 1.7034992996544E-07),(-17.3472246471836 + RLHP20 * 8477.8604603933 + RLHP60 * -147.91869039601 + HP_ETW * 332.223119139649 + ETW * 3.54882538471759E-02 + RLHP20 * RLHP60 * 193910.857414877 + RLHP20 * HP_ETW * -66475.9689235132 + RLHP20 * ETW * 11.152453517878 + RLHP60 * HP_ETW * -22086.3854832636 + RLHP60 * ETW * 3.20045251313658 + HP_ETW * ETW * 0.247699127937369 + RLHP20 * RLHP20 * 4886972.58787953 + RLHP60 * RLHP60 * 207137.451659499 + HP_ETW * HP_ETW * 753.288636153913 + ETW * ETW * -4.14180985575252E-07),(11.7297334325626 + RLHP20 * 345.315000451145 + RLHP60 * -3496.32784881805 + HP_ETW * 275.834913187833 + ETW * 0.010667102769837 + RLHP20 * RLHP60 * 793452.810996501 + RLHP20 * HP_ETW * -57878.1596191897 + RLHP20 * ETW * 7.87643776201097 + RLHP60 * HP_ETW * -47928.2785970475 + RLHP60 * ETW * 6.11692880757077 + HP_ETW * ETW * 0.133447406725469 + RLHP20 * RLHP20 * -125035.212059936 + RLHP60 * RLHP60 * 491507.679436564 + HP_ETW * HP_ETW * 2337.14009697776 + ETW * ETW * -9.13544829297371E-08),(57.3419074290296 + RLHP20 * 54722.9065417283 + RLHP60 * -9939.08267005965 + HP_ETW * -1503.94782913435 + ETW * 9.75096744711359E-02 + RLHP20 * RLHP60 * 3932123.24802933 + RLHP20 * HP_ETW * -94876.5135416764 + RLHP20 * ETW * 1.69264467550519 + RLHP60 * HP_ETW * 2415.40418864672 + RLHP60 * ETW * 3.83887389483752 + HP_ETW * ETW * 0.188805081823755 + RLHP20 * RLHP20 * -22891185.8099088 + RLHP60 * RLHP60 * 738452.502347723 + HP_ETW * HP_ETW * 10599.2085041164 + ETW * ETW * -2.29697517439189E-07),(61.5168439577729 + RLHP20 * 31774.8294427732 + RLHP60 * -22126.662004858 + HP_ETW * 276.359084156222 + ETW * 8.56514464999915E-03 + RLHP20 * RLHP60 * -1931372.78410426 + RLHP20 * HP_ETW * 3904.75291791867 + RLHP20 * ETW * -8.54488503768375 + RLHP60 * HP_ETW * -65360.8381545946 + RLHP60 * ETW * 12.6942904029191 + HP_ETW * ETW * 8.27914191205196E-02 + RLHP20 * RLHP20 * -8484129.59014422 + RLHP60 * RLHP60 * 2188719.46874881 + HP_ETW * HP_ETW * 1520.69111603181 + ETW * ETW * 3.35042049692576E-07),(6.65281256595441E-03 + RLHP20 * 237.681635654089 + RLHP60 * -5.13489721069873 + HP_ETW * 1.68562660861776 + ETW * -3.89695641634425E-05 + RLHP20 * RLHP60 * -2148.89965307972 + RLHP20 * HP_ETW * -43.9185175554199 + RLHP20 * ETW * -1.67732198152349E-02 + RLHP60 * HP_ETW * 51.8007174243208 + RLHP60 * ETW * -2.63425049055081E-04 + HP_ETW * ETW * 0.013147254676306 + RLHP20 * RLHP20 * -91133.8542927753 + RLHP60 * RLHP60 * 543.2298990236 + HP_ETW * HP_ETW * -11.4932105686767 + ETW * ETW * 3.83306373728345E-09),(-5.91440379047316 + RLHP20 * 1079.80009373615 + RLHP60 * -68.3644508189527 + HP_ETW * 171.174428619861 + ETW * 1.49656562649773E-03 + RLHP20 * RLHP60 * 35306.6364252217 + RLHP20 * HP_ETW * -2838.94168196044 + RLHP20 * ETW * -0.22452521955178 + RLHP60 * HP_ETW * 137.859114957141 + RLHP60 * ETW * 7.65161615964592E-03 + HP_ETW * ETW * -4.8283082460337E-03 + RLHP20 * RLHP20 * -22650.0087630172 + RLHP60 * RLHP60 * -2229.7880272648 + HP_ETW * HP_ETW * -644.940398916321 + ETW * ETW * -5.13413313821424E-08),0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
GDI_TRX12_SS0,(-22.7940668558066 + RLHP20 * -2525.43079053837 + RLHP60 * -3253.45553362308 + HP_ETW * 1423.3694848436 + ETW * 3.78833627272798E-02 + RLHP20 * RLHP60 * -97344.2321003009 + RLHP20 * HP_ETW * -88657.816722716 + RLHP20 * ETW * 14.2276892891031 + RLHP60 * HP_ETW * -25134.9214022265 + RLHP60 * ETW * 3.99267340791116 + HP_ETW * ETW * 0.199234991807724 + RLHP20 * RLHP20 * 10773175.0714317 + RLHP60 * RLHP60 * 392341.097405693 + HP_ETW * HP_ETW * -3281.88102657283 + ETW * ETW * -1.10415607046639E-07),(47.0935518889991 + RLHP20 * 1719.55818890565 + RLHP60 * -1216.61401898499 + HP_ETW * -501.627014445032 + ETW * 2.28488372214072E-02 + RLHP20 * RLHP60 * 237072.400800771 + RLHP20 * HP_ETW * -1724.25555115138 + RLHP20 * ETW * 20.3818495229755 + RLHP60 * HP_ETW * 11436.9830743932 + RLHP60 * ETW * 0.43634723911762 + HP_ETW * ETW * 0.609190045112367 + RLHP20 * RLHP20 * 2067799.52542111 + RLHP60 * RLHP60 * 46507.5665105163 + HP_ETW * HP_ETW * 3711.96551442352 + ETW * ETW * 3.07249671624375E-07),(-17.6578813986851 + RLHP20 * -3507.0030954868 + RLHP60 * -2940.88319075228 + HP_ETW * 1215.80080964622 + ETW * 3.27663447440514E-02 + RLHP20 * RLHP60 * 251604.783775024 + RLHP20 * HP_ETW * -54689.7760354408 + RLHP20 * ETW * 12.3707937124685 + RLHP60 * HP_ETW * -23080.7368252819 + RLHP60 * ETW * 3.48286372432641 + HP_ETW * ETW * 0.171080548271376 + RLHP20 * RLHP20 * 8393993.32676115 + RLHP60 * RLHP60 * 333135.963586978 + HP_ETW * HP_ETW * -2771.86769997842 + ETW * ETW * -8.79199966747686E-08),(-5.07061402218461 + RLHP20 * 10573.2033443999 + RLHP60 * -2299.19287943629 + HP_ETW * 406.537903513072 + ETW * 1.35486125552171E-02 + RLHP20 * RLHP60 * -83776.790470601 + RLHP20 * HP_ETW * -61432.6460222688 + RLHP20 * ETW * 6.62530767766719 + RLHP60 * HP_ETW * -53995.2563385192 + RLHP60 * ETW * 6.10131418119242 + HP_ETW * ETW * 8.12345728113366E-02 + RLHP20 * RLHP20 * 153562.83100601 + RLHP60 * RLHP60 * 473668.835652614 + HP_ETW * HP_ETW * 1838.93336692191 + ETW * ETW * -2.18689813846655E-07),(52.0464733540081 + RLHP20 * -16041.4868979038 + RLHP60 * -6641.64533099208 + HP_ETW * 47.4843567157344 + ETW * 8.85790274014404E-02 + RLHP20 * RLHP60 * -3251583.77514781 + RLHP20 * HP_ETW * 137367.984689183 + RLHP20 * ETW * 9.54464096044564 + RLHP60 * HP_ETW * -15084.5301692401 + RLHP60 * ETW * 4.36669436336321 + HP_ETW * ETW * 0.016875800130196 + RLHP20 * RLHP20 * 17163177.4093906 + RLHP60 * RLHP60 * 704095.005233982 + HP_ETW * HP_ETW * 4927.42098552509 + ETW * ETW * 4.1628796651192E-07),(9.77004811127898 + RLHP20 * -1831.18344621066 + RLHP60 * -8588.51100727144 + HP_ETW * 661.206726609678 + ETW * 1.50674877896043E-02 + RLHP20 * RLHP60 * -1078325.21041897 + RLHP20 * HP_ETW * -7866.62147464904 + RLHP20 * ETW * -6.59790304327086 + RLHP60 * HP_ETW * -28327.2886966736 + RLHP60 * ETW * 12.0247485166942 + HP_ETW * ETW * 4.23686739679761E-02 + RLHP20 * RLHP20 * 4241176.91232361 + RLHP60 * RLHP60 * 910054.379769271 + HP_ETW * HP_ETW * -1677.75567394426 + ETW * ETW * 3.98765543747791E-08),(6.65281256595441E-03 + RLHP20 * 237.681635654089 + RLHP60 * -5.13489721069873 + HP_ETW * 1.68562660861776 + ETW * -3.89695641634425E-05 + RLHP20 * RLHP60 * -2148.89965307972 + RLHP20 * HP_ETW * -43.9185175554199 + RLHP20 * ETW * -1.67732198152349E-02 + RLHP60 * HP_ETW * 51.8007174243208 + RLHP60 * ETW * -2.63425049055081E-04 + HP_ETW * ETW * 0.013147254676306 + RLHP20 * RLHP20 * -91133.8542927753 + RLHP60 * RLHP60 * 543.2298990236 + HP_ETW * HP_ETW * -11.4932105686767 + ETW * ETW * 3.83306373728345E-09),(-5.91440379047316 + RLHP20 * 1079.80009373615 + RLHP60 * -68.3644508189527 + HP_ETW * 171.174428619861 + ETW * 1.49656562649773E-03 + RLHP20 * RLHP60 * 35306.6364252217 + RLHP20 * HP_ETW * -2838.94168196044 + RLHP20 * ETW * -0.22452521955178 + RLHP60 * HP_ETW * 137.859114957141 + RLHP60 * ETW * 7.65161615964592E-03 + HP_ETW * ETW * -4.8283082460337E-03 + RLHP20 * RLHP20 * -22650.0087630172 + RLHP60 * RLHP60 * -2229.7880272648 + HP_ETW * HP_ETW * -644.940398916321 + ETW * ETW * -5.13413313821424E-08),0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
