ac_efficiency,ac_leakage,atk2,awd,battery_cost,battery_kwh,battery_mass_lbs,cegr,cert_co2e_Mg_per_vehicle,cert_co2e_grams_per_mile,cert_direct_co2e_grams_per_mile,cert_direct_kwh_per_mile,cert_direct_offcycle_co2e_grams_per_mile,cert_direct_offcycle_kwh_per_mile,cert_direct_oncycle_co2e_grams_per_mile,cert_direct_oncycle_kwh_per_mile,cert_indirect_co2e_grams_per_mile,cert_indirect_offcycle_co2e_grams_per_mile,cost_curve_class,credits_co2e_Mg_per_vehicle,cs_ftp_1:cert_direct_oncycle_co2e_grams_per_mile,cs_ftp_2:cert_direct_oncycle_co2e_grams_per_mile,cs_ftp_3:cert_direct_oncycle_co2e_grams_per_mile,cs_hwfet:cert_direct_oncycle_co2e_grams_per_mile,cs_us06_1:cert_direct_oncycle_co2e_grams_per_mile,cs_us06_2:cert_direct_oncycle_co2e_grams_per_mile,curbweight_lbs,deac_fc,deac_pd,delta_glider_non_structure_mass_lbs,diesel_fuel,driveline_cost,ecvt,electrified_driveline_cost,emachine_cost,engine_cost,engine_cylinders,engine_displacement_L,etw_lbs,fcv,footprint_ft2,frontier,fwd,gas_fuel,gdi,glider_non_structure_cost,glider_non_structure_mass_lbs,hev,hev_batt_kwh,hev_motor_kw,hev_truck,high_eff_alternator,ice,mhev,model_year,motor_kw,new_vehicle_mfr_cost_dollars,new_vehicle_mfr_generalized_cost_dollars,nominal_onroad_direct_co2e_grams_per_mile,nominal_onroad_direct_kwh_per_mile,onroad_direct_co2e_grams_per_mile,onroad_direct_kwh_per_mile,onroad_direct_oncycle_co2e_grams_per_mile,onroad_direct_oncycle_kwh_per_mile,phev,powertrain_cost,powertrain_mass_lbs,powertrain_type,rated_hp,rlhp20,rlhp60,start_stop,structure_cost,structure_mass_lbs,structure_material,target_co2e_Mg_per_vehicle,trx10,trx11,trx12,trx21,trx22,turb11,turb12,unibody,vehicle_base_year_id,vehicle_eng_rated_hp,vehicle_id,vehicle_mot_rated_kw,vehicle_name
1,1,0,0,0.0,0.0,0.0,0,38.18773945630753,195.56978990652414,209.36978990652415,0,7.5,0,216.86978990652415,0,0,13.8,TDS_TRX22_SS1,3.979610842302492,270.75238718465107,245.14523313239843,232.2473696372398,180.15512403570443,477.5230460360953,249.53552659502708,3870.0,0,0,0.0,0,3964.3121149024146,0,0.0,0.0,8890.767019873532,4.443948293377692,2.1275464678016456,4170.0,0,53.37916667,True,1,1,1,31525.468327326336,2641.703629542967,0,0.0,0.0,0,0,1,0,2020,0.0,48606.714295630605,51104.37327103259,262.5056323161492,0,262.5056323161492,0,262.5056323161492,0,0,12855.079134775948,350.0,ICE,250.0,2.249022945284993,16.653095147370507,1,4226.166833528324,878.2963704570329,steel,42.167350298610025,0,0,0,0,1,0,1,1,436.0,250.0,5556,0.0,Midsize:sedan:ICE:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2017.0:5.0:TDS_TRX22_SS1:steel:Volvo:Volvo
1,1,0,0,0.0,0.0,0.0,0,41.16728797742771,210.82886746879973,224.62886746879974,0,7.5,0,232.12886746879974,0,0,13.8,TDS_TRX22_SS1,-2.0860580137535436,285.13157400155956,251.538298251537,244.70952097793898,202.1893406432976,480.58832958379037,282.7830241426843,3748.0,0,0,0.0,0,3939.1558266234188,0,0.0,0.0,8953.318253450594,4.49649934933858,2.1314913827183157,4048.0,0,49.43780488,True,1,1,1,25708.627542164857,2567.433126683688,0,0.0,0.0,0,0,1,0,2020,0.0,42719.87708720057,45456.19297554011,287.58863382047184,0,287.58863382047184,0,287.58863382047184,0,0,12892.474080074013,350.0,ICE,249.99999999999997,2.6329337866665607,20.09391437939677,1,4118.775464961703,830.5668733163121,steel,39.08122996367417,0,0,0,0,1,0,1,1,466.0,250.0,5557,0.0,Midsize:sedan:ICE:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2019.0:5.0:TDS_TRX22_SS1:steel:Volvo:Volvo
1,1,0,0,0.0,0.0,0.0,0,42.979199402650806,220.10815819941618,233.9081581994162,0,7.5,0,241.4081581994162,0,0,13.8,TDS_TRX22_SS1,-0.9146474660650199,301.3192235713954,275.9995584433544,258.3172435441196,198.6534490156615,527.7722114319473,273.8652614920699,4357.000000000001,0,0,0.0,0,3976.218890944792,0,0.0,0.0,9795.493014091264,4.895473906457247,2.487412404436912,4657.000000000001,0,53.2478803,True,1,1,1,43583.78056322804,3029.685749921342,0,0.0,0.0,0,0,1,0,2020,0.0,61578.08210596528,64335.259238215825,289.7811645373119,0,289.7811645373119,0,289.7811645373119,0,0,13771.711905036056,450.6077444336883,ICE,292.6795740561472,2.5486262689095547,18.119345803695456,1,4222.589637701183,876.7065056449702,steel,42.06455193658579,0,0,0,0,1,0,1,1,488.0,292.67957405614715,5558,0.0,Midsize:sedan:ICE:1.0:{'gasoline':1.0}:car:4.0:0.0:2019:2017.0:5.0:TDS_TRX22_SS1:steel:Volvo:Volvo
1,1,0,0,0.0,0.0,0.0,0,42.19322726521912,216.08298132384425,229.88298132384426,0,7.5,0,237.38298132384426,0,0,13.8,TDS_TRX22_SS1,-3.141598849219122,292.2883480207583,272.7845165631178,250.1606186632495,196.77079907214136,484.2323374124337,265.7461125151181,4004.0,0,0,0.0,0,3967.5883120064773,0,0.0,0.0,10399.14781803714,5.262245877323002,2.6867788805687196,4304.0,0,49.4,True,1,1,1,31347.79592346624,2709.29094,0,0.0,0.0,0,0,1,0,2020,0.0,49832.27743850986,52497.996317753335,280.16884084837113,0,280.16884084837113,0,280.16884084837113,0,0,14366.736130043617,464.6,ICE,316.0,2.4371659422613328,17.988317261036304,1,4117.745385,830.1090600000001,steel,39.051628416,0,0,0,0,1,0,1,1,508.0,316.0,5559,0.0,Midsize:sedan:ICE:1.0:{'gasoline':1.0}:car:4.0:0.0:2019:2019.0:5.0:TDS_TRX22_SS1:steel:Volvo:Volvo
1,1,0,0,0.0,0.0,0.0,0,46.64935278732145,206.53643896717708,223.73643896717707,0,11.600000000000001,0,235.33643896717706,0,0,17.2,TDS_TRX22_SS1,10.92995993267855,291.5727998342126,256.7293257391376,250.3388244349747,202.50880762173486,507.4878262075896,285.6987962670815,4004.0,0,0,0.0,0,3967.5883120064773,0,0.0,0.0,8873.324579846023,4.426151091491089,2.1294934835951773,4304.0,0,50.4,True,1,1,1,31320.41613319799,2736.78104,0,0.0,0.0,0,0,1,0,2020,0.0,48306.32168505048,51090.89216547089,292.6602237897582,0,292.6602237897582,0,292.6602237897582,0,0,12840.9128918525,425.0,ICE,250.00000000000003,2.6037552497358494,19.871230828154154,1,4144.99266,842.2189600000002,steel,57.57931272,0,0,0,0,1,0,1,1,509.0,250.0,5560,0.0,Midsize:sedan:ICE:1.0:{'gasoline':1.0}:truck:4.0:0.0:2019:2019.0:5.0:TDS_TRX22_SS1:steel:Volvo:Volvo
1,1,0,0,0.0,0.0,0.0,0,40.333513360410144,206.55888110665637,220.35888110665638,0,7.5,0,227.85888110665638,0,0,13.8,TDS_TRX22_SS1,0.049229743589862096,282.09915215171304,245.9693975452677,242.13905398740621,197.85748108535773,492.6836090907835,284.5797437841218,3897.0,0,0,0.0,0,3964.972244169651,0,0.0,0.0,8879.047780510013,4.433329905066257,2.1275798712156377,4197.0,0,51.10000000000001,True,1,1,1,36128.45724973254,2582.50526,0,0.0,0.0,0,0,1,0,2020,0.0,53692.590439412204,56436.425699056635,288.37892478431087,0,288.37892478431087,0,288.37892478431087,0,0,12844.020024679663,350.0,ICE,250.0,2.195581601038996,19.740302593902015,1,4720.113165000001,964.4947400000003,steel,40.382743104000006,0,0,0,0,1,0,1,1,555.0,250.0,5561,0.0,Small Crossover:cuv_suv:ICE:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2017.0:5.0:TDS_TRX22_SS1:steel:Volvo:Volvo
1,1,0,0,0.0,0.0,0.0,0,38.052547718884014,194.8774362856646,208.6774362856646,0,7.5,0,216.1774362856646,0,0,13.8,TDS_TRX22_SS1,-1.0367417668840133,268.1637629272988,223.6398908215315,230.76822368057157,193.38394277833018,481.9825560374367,283.04432445488237,3602.0,0,0,0.0,0,3935.5862387339175,0,0.0,0.0,7245.897783125523,3.5661466791985736,1.6008477730281339,3902.0,0,46.8,True,1,1,1,20648.47962913795,2420.6336800000004,0,0.0,0.0,0,0,1,0,2020,0.0,36335.58787099739,39018.36665691159,281.96184847349434,0,281.96184847349434,0,281.96184847349434,0,0,11181.48402185944,312.2,ICE,187.0,2.3672128760885984,20.027802327943043,1,4505.62422,869.1663199999999,steel,37.015805952,0,0,0,0,1,0,1,1,571.0,187.0,5562,0.0,Small Crossover:cuv_suv:ICE:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2019.0:5.0:TDS_TRX22_SS1:steel:Volvo:Volvo
1,1,0,0,0.0,0.0,0.0,0,43.631278370935995,223.44763177511467,237.24763177511468,0,7.5,0,244.74763177511468,0,0,13.8,TDS_TRX22_SS1,-3.2485352669359955,301.5602083888544,277.82511247166343,258.23293043161726,204.88601794735183,503.8298544468269,280.6566096232199,4141.4,0,0,0.0,0,3970.9476364997477,0,0.0,0.0,10361.038280052546,5.224348586369418,2.6861408288961965,4441.4,0,51.1,True,1,1,1,40932.4606536541,2712.3052599999996,0,0.0,0.0,0,0,1,0,2020,0.0,59984.5597352064,62773.86043643007,293.15737316650825,0,293.15737316650825,0,293.15737316650825,0,0,14331.985916552294,464.6,ICE,316.0,2.513071329295425,19.15256111416471,1,4720.113165000001,964.4947400000001,steel,40.382743104,0,0,0,0,1,0,1,1,574.0,316.0,5563,0.0,Small Crossover:cuv_suv:ICE:1.0:{'gasoline':1.0}:car:4.0:0.0:2019:2017.0:5.0:TDS_TRX22_SS1:steel:Volvo:Volvo
1,1,0,0,0.0,0.0,0.0,0,48.406612246750015,214.31657072476926,231.51657072476925,0,11.600000000000001,0,243.11657072476925,0,0,17.2,TDS_TRX22_SS1,10.927445658249987,300.33687603268663,267.08289477617456,257.5769359879195,208.59246414233235,515.342872541644,295.21566216045653,4141.4,0,0,0.0,0,3970.9476364997477,0,0.0,0.0,9630.509380950589,4.824577101005243,2.409542767461648,4441.4,0,52.1,True,1,1,1,40882.33691007463,2709.7198599999997,0,0.0,0.0,0,0,1,0,2020,0.0,59253.78824252496,62127.06420203765,301.9832290952669,0,301.9832290952669,0,301.9832290952669,0,0,13601.457017450337,445.01599999999996,ICE,283.36,2.4472825734551686,20.42636848925573,1,4769.994315,986.6641400000001,steel,59.334057905,0,0,0,0,1,0,1,1,595.0,283.36,5564,0.0,Small Crossover:cuv_suv:ICE:1.0:{'gasoline':1.0}:truck:4.0:0.0:2019:2017.0:5.0:TDS_TRX22_SS1:steel:Volvo:Volvo
1,1,0,0,0.0,0.0,0.0,0,45.586005857416524,201.82855182262202,219.028551822622,0,11.600000000000001,0,230.628551822622,0,0,17.2,TDS_TRX22_SS1,8.277375882583478,283.3055350455541,247.11314835688793,243.16765377444872,202.63718900143135,480.74984256848575,288.0518894876813,3742.4999999999995,0,0,0.0,0,3939.0213558467594,0,0.0,0.0,8893.592120519157,4.461131771024795,2.1137098107024253,4042.4999999999995,0,46.8,True,1,1,1,21470.032322472565,2449.53368,0,0.0,0.0,0,0,1,0,2020,0.0,38808.270018838484,41570.31721974488,290.29301201709933,0,290.29301201709933,0,290.29301201709933,0,0,12832.613476365917,423.79999999999995,ICE,247.99999999999997,2.4437437623462963,20.452531877585912,1,4505.62422,869.1663199999999,steel,53.86338174,0,0,0,0,1,0,1,1,608.0,248.0,5565,0.0,Small Crossover:cuv_suv:ICE:1.0:{'gasoline':1.0}:truck:4.0:0.0:2019:2019.0:5.0:TDS_TRX22_SS1:steel:Volvo:Volvo
