ac_efficiency,ac_leakage,atk2,awd,battery_cost,battery_kwh,battery_mass_lbs,battery_sizing_onroad_direct_kwh_per_mile,bev,cd_ftp_1:cert_direct_oncycle_kwh_per_mile,cd_ftp_2:cert_direct_oncycle_kwh_per_mile,cd_ftp_3:cert_direct_oncycle_kwh_per_mile,cd_ftp_4:cert_direct_oncycle_kwh_per_mile,cd_hwfet:cert_direct_oncycle_kwh_per_mile,cd_us06_1:cert_direct_oncycle_kwh_per_mile,cd_us06_2:cert_direct_oncycle_kwh_per_mile,cegr,cert_co2e_Mg_per_vehicle,cert_co2e_grams_per_mile,cert_direct_co2e_grams_per_mile,cert_direct_kwh_per_mile,cert_direct_offcycle_co2e_grams_per_mile,cert_direct_offcycle_kwh_per_mile,cert_direct_oncycle_co2e_grams_per_mile,cert_direct_oncycle_kwh_per_mile,cert_indirect_co2e_grams_per_mile,cert_indirect_offcycle_co2e_grams_per_mile,cost_curve_class,credits_co2e_Mg_per_vehicle,cs_ftp_1:cert_direct_oncycle_co2e_grams_per_mile,cs_ftp_2:cert_direct_oncycle_co2e_grams_per_mile,cs_ftp_3:cert_direct_oncycle_co2e_grams_per_mile,cs_hwfet:cert_direct_oncycle_co2e_grams_per_mile,cs_us06_1:cert_direct_oncycle_co2e_grams_per_mile,cs_us06_2:cert_direct_oncycle_co2e_grams_per_mile,curbweight_lbs,deac_fc,deac_pd,delta_glider_non_structure_mass_lbs,diesel_fuel,driveline_cost,ecvt,electrified_driveline_cost,emachine_cost,engine_cost,engine_cylinders,engine_displacement_L,etw_lbs,fcv,footprint_ft2,frontier,fwd,gas_fuel,gdi,glider_non_structure_cost,glider_non_structure_mass_lbs,hev,hev_batt_kwh,hev_motor_kw,hev_truck,high_eff_alternator,ice,mhev,model_year,motor_kw,new_vehicle_mfr_cost_dollars,new_vehicle_mfr_generalized_cost_dollars,nominal_onroad_direct_co2e_grams_per_mile,nominal_onroad_direct_kwh_per_mile,onroad_direct_co2e_grams_per_mile,onroad_direct_kwh_per_mile,onroad_direct_oncycle_co2e_grams_per_mile,onroad_direct_oncycle_kwh_per_mile,phev,powertrain_cost,powertrain_mass_lbs,powertrain_type,rated_hp,rlhp20,rlhp60,start_stop,structure_cost,structure_mass_lbs,structure_material,target_co2e_Mg_per_vehicle,trx10,trx11,trx12,trx21,trx22,turb11,turb12,unibody,vehicle_base_year_id,vehicle_eng_rated_hp,vehicle_id,vehicle_mot_rated_kw,vehicle_name
1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,27.866036048163245,142.70954220011495,156.50954220011496,0.0,5.0,0,161.50954220011496,0.0,0,13.8,GDI_TRX10_SS0,4.547787951836753,196.3187260545294,180.7998141844338,171.4143354401613,137.15288632076482,323.8063295050973,189.09854284809566,2115.9,0.0,0.0,0.0,0.0,2746.957495003702,0.0,0.0,0.0,3438.655381445827,1.9278648433648717,1.0728188205235258,2415.9,0.0,38.30921757770632,True,1.0,1.0,1.0,4988.77609052681,1173.2992060557342,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,0.0,14989.940753350937,16846.375980232686,195.1125865804538,0.0,195.1125865804538,0.0,195.1125865804538,0.0,0.0,6185.61287644953,246.8,ICE,78.0,1.4050920995561738,13.213652275814148,0.0,3815.5517863745977,695.8007939442658,steel,32.413824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,78.0,5155,0.0,Compact:sedan:ICE:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2018.0:5.0:GDI_TRX10_SS0:steel:Mitsubishi:Mitsubishi
1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,27.1265711590894,138.9225415800629,152.7225415800629,0.0,5.0,0,157.7225415800629,0.0,0,13.8,GDI_TRX22_SS0,5.287252840910597,188.62462436600518,175.92915480088507,164.5193162951656,136.08539101335705,304.08504687447703,187.09076055820546,2115.9,0.0,0.0,0.0,0.0,3371.1159894279126,0.0,0.0,0.0,3465.4392685104385,1.9498045025457946,1.0773264532416464,2415.9,0.0,38.63901201259074,True,1.0,1.0,1.0,4979.746388068036,1169.3054284287275,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,0.0,15640.83943204175,17457.77210678179,190.9608418746374,0.0,190.9608418746374,0.0,190.9608418746374,0.0,0.0,6836.555257938351,246.8,ICE,78.0,1.5488602029305094,13.94200589897625,0.0,3824.5377860353638,699.7945715712727,steel,32.413824,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,43.0,78.0,5156,0.0,Compact:sedan:ICE:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2018.0:5.0:GDI_TRX22_SS0:steel:Mitsubishi:Mitsubishi
1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,53.89436597743593,276.007692034558,289.807692034558,0.0,5.0,0,294.807692034558,0.0,0,13.8,GDI_TRX10_SS0,-20.562429246007362,360.9419195388966,341.4409355615136,314.6463760409621,241.86910702622342,581.8248785051501,336.48414878649834,4271.1018330847655,0.0,0.0,-60.880238095238184,0.0,2791.3044589244437,0.0,0.0,0.0,7068.82807863348,4.523763378082475,2.3284007590340337,4571.1018330847655,0.0,42.095238095238095,False,1.0,1.0,1.0,2978.888508209623,3125.2676689279274,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,0.0,17109.96633148183,20876.72576743577,351.64656393479834,0.0,351.64656393479834,0.0,351.64656393479834,0.0,0.0,9860.132537557924,380.9695927282669,ICE,176.65181201822116,2.880166782191647,22.812815284339795,0.0,4270.945285714286,764.8645714285715,steel,33.33193673142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,303.0,117.0,5157,50.0,Large Crossover:cuv_suv:PHEV:1.0:{'gasoline':1.0}:car:4.0:0.0:2019:2015.0:5.0:PHEV:steel:Mitsubishi:Mitsubishi
1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,54.57834758117651,279.51054767482236,293.3105476748224,0.0,5.0,0,298.3105476748224,0.0,0,13.8,GDI_TRX10_SS0,-19.598364093176514,365.83072670907825,347.2086719262884,318.9037818045347,243.33360277552,592.4980150333722,338.4497251165173,4381.334144160379,0.0,0.0,0.0,0.0,2791.3044589244437,0.0,0.0,0.0,7198.347485466187,4.6128908830647335,2.386256123762028,4681.334144160379,0.0,44.2,False,1.0,1.0,1.0,3515.539651066767,3186.1479070231658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,0.0,17881.1248254574,21258.83831434617,354.99995152093504,0.0,354.99995152093504,0.0,354.99995152093504,0.0,0.0,9989.65194439063,383.6603571372126,ICE,181.21099563300265,2.880166782191647,22.812815284339795,0.0,4375.933230000001,811.5258800000001,steel,34.979983487999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,303.0,117.0,5157,50.0,Large Crossover:cuv_suv:PHEV:1.0:{'gasoline':1.0}:car:4.0:0.0:2019:2015.0:5.0:PHEV:steel:Mitsubishi:Mitsubishi
1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,55.30020072582381,283.2073537663051,297.00735376630513,0.0,5.0,0,302.00735376630513,0.0,0,13.8,GDI_TRX10_SS0,-18.589768143423804,370.98966095137985,353.2760845341156,323.3958974945008,244.89212996610198,603.7602724647219,340.5599294472817,4497.122825560097,0.0,0.0,63.92425000000003,0.0,2813.4779408848144,0.0,0.0,0.0,7332.868727721004,4.705289503009974,2.447178703434814,4797.122825560097,0.0,46.410000000000004,False,1.0,1.0,1.0,4079.023351066767,3250.072157023166,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,0.0,18711.540591172587,21681.127082322644,358.5600267612366,0.0,358.5600267612366,0.0,358.5600267612366,0.0,0.0,10146.346668605818,386.5304145369314,ICE,185.99998947576663,2.880166782191647,22.812815284339795,0.0,4486.170571500001,860.5202540000001,steel,36.7104325824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,303.0,117.0,5157,50.0,Large Crossover:cuv_suv:PHEV:1.0:{'gasoline':1.0}:car:4.0:0.0:2019:2015.0:5.0:PHEV:steel:Mitsubishi:Mitsubishi
1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,52.208167219472315,267.37221003089314,281.17221003089315,0.0,5.0,0,286.17221003089315,0.0,0,13.8,GDI_TRX10_SS0,-18.876230488043745,348.88568974812364,327.12205371078306,304.14459213068585,238.32502492432025,555.4853166064912,331.82645474939847,3996.616598165632,0.0,0.0,-60.880238095238184,0.0,2791.3044589244437,0.0,0.0,0.0,6740.053045065504,4.296985343493393,2.1849527101320483,4296.616598165632,0.0,42.095238095238095,False,1.0,1.0,1.0,2978.888508209623,3125.2676689279274,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,0.0,17595.772066485286,21284.916912867062,343.48921855127963,0.0,343.48921855127963,0.0,343.48921855127963,0.0,0.0,9531.357503989948,374.18695780913265,ICE,165.29916438404106,2.880166782191647,22.812815284339795,0.0,5085.526054285714,497.16197142857146,aluminum,33.33193673142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,303.0,117.0,5157,50.0,Large Crossover:cuv_suv:PHEV:1.0:{'gasoline':1.0}:car:4.0:0.0:2019:2015.0:5.0:PHEV:steel:Mitsubishi:Mitsubishi
1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,52.77927847758664,270.29702596273063,284.09702596273064,0.0,5.0,0,289.09702596273064,0.0,0,13.8,GDI_TRX10_SS0,-17.79929498958664,352.9699470709267,331.9901767722827,307.70273608895457,239.51315485400332,564.4130583583268,333.36889690590795,4090.0824998099797,0.0,0.0,0.0,0.0,2791.3044589244437,0.0,0.0,0.0,6853.017881182984,4.374973853629557,2.2336996107292957,4390.08249980998,0.0,44.2,False,1.0,1.0,1.0,3515.539651066767,3186.1479070231658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,0.0,18400.070283374196,21694.356310067702,346.2316693287777,0.0,346.2316693287777,0.0,346.2316693287777,0.0,0.0,9644.322340107428,376.44277078681404,ICE,169.16489307247787,2.880166782191647,22.812815284339795,0.0,5240.2082922,527.4918220000001,aluminum,34.979983487999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,303.0,117.0,5157,50.0,Large Crossover:cuv_suv:PHEV:1.0:{'gasoline':1.0}:car:4.0:0.0:2019:2015.0:5.0:PHEV:steel:Mitsubishi:Mitsubishi
1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,53.38286852478815,273.3881745984316,287.1881745984316,0.0,5.0,0,292.1881745984316,0.0,0,13.8,GDI_TRX10_SS0,-16.672435942388148,357.28546415300104,337.11387701248486,311.46179263071883,240.7830576312095,573.840400970782,335.0399103411391,4188.287281876607,0.0,0.0,63.92425000000003,0.0,2791.3044589244437,0.0,0.0,0.0,6970.58104234847,4.456065509264131,2.285028432291951,4488.287281876607,0.0,46.410000000000004,False,1.0,1.0,1.0,4079.023351066767,3250.072157023166,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,0.0,19243.533494349682,22123.622954176102,349.1538287856912,0.0,349.1538287856912,0.0,349.1538287856912,0.0,0.0,9761.885501272915,378.87695975344093,ICE,173.22662079026324,2.880166782191647,22.812815284339795,0.0,5402.62464201,559.3381651000001,aluminum,36.7104325824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,303.0,117.0,5157,50.0,Large Crossover:cuv_suv:PHEV:1.0:{'gasoline':1.0}:car:4.0:0.0:2019:2015.0:5.0:PHEV:steel:Mitsubishi:Mitsubishi
1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,51.631687730859575,264.4199019320488,278.2199019320488,0.0,7.5,0,285.7199019320488,0.0,0,13.8,GDI_TRX10_SS1,-18.299750999431005,348.9625901534163,321.5654736000304,301.5575140565393,241.68700424447493,580.7373763144343,336.49300359069116,4271.1018330847655,0.0,0.0,-60.880238095238184,0.0,3349.9602522989994,0.0,0.0,0.0,7068.82807863348,4.523763378082475,2.3284007590340337,4571.1018330847655,0.0,42.095238095238095,False,1.0,1.0,1.0,2978.888508209623,3125.2676689279274,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,0.0,17668.62212485639,21392.752260535322,347.1661959045373,0.0,347.1661959045373,0.0,347.1661959045373,0.0,0.0,10418.788330932479,380.9695927282669,ICE,176.65181201822116,2.880166782191647,22.812815284339795,1.0,4270.945285714286,764.8645714285715,steel,33.33193673142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,303.0,117.0,5157,50.0,Large Crossover:cuv_suv:PHEV:1.0:{'gasoline':1.0}:car:4.0:0.0:2019:2015.0:5.0:PHEV:steel:Mitsubishi:Mitsubishi
1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,52.285325545829245,267.7673587851793,281.5673587851793,0.0,7.5,0,289.0673587851793,0.0,0,13.8,GDI_TRX10_SS1,-17.30534205782925,353.6487188086152,326.9918079123753,305.5909800022891,243.14885228032415,591.3733549810632,338.45959627608795,4381.334144160379,0.0,0.0,0.0,0.0,3352.655347659597,0.0,0.0,0.0,7198.347485466187,4.6128908830647335,2.386256123762028,4681.334144160379,0.0,44.2,False,1.0,1.0,1.0,3515.539651066767,3186.1479070231658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,0.0,18442.47571419255,21776.82489049122,350.4423332037319,0.0,350.4423332037319,0.0,350.4423332037319,0.0,0.0,10551.002833125784,383.6603571372126,ICE,181.21099563300265,2.880166782191647,22.812815284339795,1.0,4375.933230000001,811.5258800000001,steel,34.979983487999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,303.0,117.0,5157,50.0,Large Crossover:cuv_suv:PHEV:1.0:{'gasoline':1.0}:car:4.0:0.0:2019:2015.0:5.0:PHEV:steel:Mitsubishi:Mitsubishi
