,Unnamed: 0,bev,ac_leakage,ac_efficiency,powertrain_type,cd_ftp_1:cert_direct_oncycle_kwh_per_mile,cd_ftp_2:cert_direct_oncycle_kwh_per_mile,cd_ftp_3:cert_direct_oncycle_kwh_per_mile,cd_ftp_4:cert_direct_oncycle_kwh_per_mile,cd_hwfet:cert_direct_oncycle_kwh_per_mile,cd_us06_1:cert_direct_oncycle_kwh_per_mile,cd_us06_2:cert_direct_oncycle_kwh_per_mile,battery_sizing_onroad_direct_kwh_per_mile,nominal_onroad_direct_kwh_per_mile,onroad_direct_kwh_per_mile,onroad_direct_co2e_grams_per_mile,onroad_direct_oncycle_co2e_grams_per_mile,onroad_direct_oncycle_kwh_per_mile,cert_direct_offcycle_co2e_grams_per_mile,cert_direct_offcycle_kwh_per_mile,cert_indirect_offcycle_co2e_grams_per_mile,nominal_onroad_direct_co2e_grams_per_mile,cert_direct_oncycle_co2e_grams_per_mile,cert_direct_oncycle_kwh_per_mile,cert_direct_co2e_grams_per_mile,cert_direct_kwh_per_mile,cert_indirect_co2e_grams_per_mile,cert_co2e_grams_per_mile,target_co2e_Mg_per_vehicle,cert_co2e_Mg_per_vehicle,credits_co2e_Mg_per_vehicle,cost_curve_class,structure_mass_lbs,footprint_ft2,structure_material,curbweight_lbs,rated_hp,battery_kwh,motor_kw,vehicle_id,vehicle_base_year_id,vehicle_name,model_year,delta_glider_non_structure_mass_lbs,glider_non_structure_mass_lbs,battery_mass_lbs,powertrain_mass_lbs,etw_lbs,vehicle_eng_rated_hp,vehicle_mot_rated_kw,rlhp20,rlhp60,engine_cost,driveline_cost,emachine_cost,battery_cost,electrified_driveline_cost,tech_bundle,structure_cost,glider_non_structure_cost,new_vehicle_mfr_cost_dollars,powertrain_cost,new_vehicle_mfr_generalized_cost_dollars,frontier,unibody,high_eff_alternator,start_stop,mhev,hev,hev_truck,deac_pd,deac_fc,cegr,atk2,gdi,turb12,turb11,gas_fuel,diesel_fuel,awd,fwd,trx10,trx11,trx12,trx21,trx22,ecvt,ice,fcv,phev,cs_ftp_1:cert_direct_oncycle_co2e_grams_per_mile,cs_ftp_2:cert_direct_oncycle_co2e_grams_per_mile,cs_ftp_3:cert_direct_oncycle_co2e_grams_per_mile,cs_hwfet:cert_direct_oncycle_co2e_grams_per_mile,cs_us06_1:cert_direct_oncycle_co2e_grams_per_mile,cs_us06_2:cert_direct_oncycle_co2e_grams_per_mile,engine_cylinders,engine_displacement_L,hev_batt_kwh,hev_motor_kw
82,82,,1,1,ICE,,,,,,,,,0.0,0.0,225.077167620627,225.077167620627,0.0,5.0,0,13.8,225.077167620627,178.79971432660875,0.0,173.79971432660875,0.0,0,159.99971432660874,32.413824,31.24218421827093,1.1716397817290698,GDI_DEAC_C_TRX11_SS0,470.302261,40.6,aluminum,2283.04032522339,87.6159060794973,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,0.0,1560.203028029997,0.0,252.5350361933928,2583.04032522339,72.0,20.0,1.6281763510142275,15.147275179818951,4177.133048858646,2810.774198922387,0.0,0.0,0.0,GDI_DEAC_C_TRX11_SS0,4648.5415311,9334.304746654318,20970.75352553535,6987.907247781033,23112.292367599774,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,215.9104688057716,196.06741232961417,187.8135838822417,155.43966889881895,353.70328183060224,224.5053752888931,2.2914661124549265,1.199728369687527,0.0,0.0
83,83,,1,1,ICE,,,,,,,,,0.0,0.0,226.7119426964291,226.7119426964291,0.0,5.0,0,13.8,226.7119426964291,180.7693264127009,0.0,175.7693264127009,0.0,0,161.9693264127009,33.750659923200004,31.62677855264963,2.123881370550375,GDI_DEAC_C_TRX11_SS0,486.2812740500001,42.63,aluminum,2352.99216076168,90.30043748478973,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,52.36385000000003,1612.566878029997,0.0,254.1440086816829,2652.99216076168,72.0,20.0,1.6281763510142275,15.147275179818951,4287.320923022488,2810.774198922387,0.0,0.0,0.0,GDI_DEAC_C_TRX11_SS0,4730.034497655,9816.084646654315,21644.2142662542,7098.095121944875,23395.307481780303,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,218.8621134677446,199.16864392120863,190.29292216182665,156.27291800571896,359.9188638499538,225.2203185407141,2.370409675269064,1.231760711820703,0.0,0.0
84,84,,1,1,ICE,,,,,,,,,0.0,0.0,226.43988054506303,226.43988054506303,0.0,7.5,0,13.8,226.43988054506303,177.0865420027332,0.0,169.5865420027332,0.0,0,155.7865420027332,32.413824,30.41950333762169,1.9943206623783036,GDI_DEAC_C_TRX11_SS1,700.1294666666668,38.66666666666666,steel,2467.266670808189,94.68593371492564,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,-49.87033333333343,1510.3326946966636,0.0,256.8045094448587,2767.266670808189,72.0,20.0,1.6281763510142275,15.147275179818951,4464.80672768834,3325.3276077084565,0.0,0.0,0.0,GDI_DEAC_C_TRX11_SS1,3825.2913,8875.466746654316,20490.89238205111,7790.134335396797,23032.063677979164,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,214.68765389489445,188.98469331064305,184.5111289961777,157.53539379978127,370.4542954023612,226.9854180663289,2.497734778363014,1.2843088680962904,0.0,0.0
85,85,,1,1,ICE,,,,,,,,,0.0,0.0,228.3129049982292,228.3129049982292,0.0,7.5,0,13.8,228.3129049982292,179.1445948704881,0.0,171.6445948704881,0.0,0,157.8445948704881,32.413824,30.821366972790987,1.5924570272090115,GDI_DEAC_C_TRX11_SS1,723.5419400000001,40.6,steel,2542.244108770617,97.56333193256542,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,0.0,1560.203028029997,0.0,258.49914074062,2842.244108770617,72.0,20.0,1.6281763510142275,15.147275179818951,4579.611019475034,3327.1607484929527,0.0,0.0,0.0,GDI_DEAC_C_TRX11_SS1,3877.969365,9334.304746654318,21119.045879622303,7906.771767967986,23291.37175064266,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,217.80066333320232,192.1133768122822,187.08970323102704,158.47359691306593,377.2610434628812,227.97282150517424,2.580199038124665,1.3189303770257688,0.0,0.0
86,86,,1,1,ICE,,,,,,,,,0.0,0.0,230.3395098466168,230.3395098466168,0.0,7.5,0,13.8,230.3395098466168,181.32532173564115,0.0,173.82532173564113,0.0,0,160.0253217356411,33.750659923200004,31.247184423388227,2.5034754998117776,GDI_DEAC_C_TRX11_SS1,748.1250370000001,42.63,steel,2621.0025980153587,100.58583500462797,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,52.36385000000003,1612.566878029997,0.0,260.3106829853613,2921.0025980153587,72.0,20.0,1.6281763510142275,15.147275179818951,4698.840718644425,3329.086333077908,0.0,0.0,0.0,GDI_DEAC_C_TRX11_SS1,3933.28133325,9816.084646654315,21777.29303162665,8027.927051722332,23562.90141382403,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,221.10373363363885,195.41359679368296,189.82825336479505,159.47394259999822,384.4786707334722,229.0832603492845,2.665926615910534,1.3554167807791395,0.0,0.0
87,87,,1,1,ICE,,,,,,,,,0.0,0.0,220.70357991695803,220.70357991695803,0.0,7.5,0,13.8,220.70357991695803,170.3708658861868,0.0,162.8708658861868,0.0,0,149.0708658861868,32.413824,29.108173556400377,3.305650443599621,GDI_DEAC_C_TRX11_SS1,455.0841533333334,38.66666666666666,aluminum,2216.458086768967,85.06068921077438,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,-49.87033333333343,1510.3326946966636,0.0,251.04123873897024,2516.458086768967,72.0,20.0,1.6281763510142275,15.147275179818951,4071.1312515849622,3319.195530419625,0.0,0.0,0.0,GDI_DEAC_C_TRX11_SS1,4570.929182,8875.466746654316,20836.722710658905,7390.326782004588,23323.31490051987,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,204.56268483767937,178.63285418153853,176.14655491862132,154.53911615866036,348.2462405366676,224.3452153069842,2.21559838622967,1.169336415512252,0.0,0.0
88,88,,1,1,ICE,,,,,,,,,0.0,0.0,222.1319506666074,222.1319506666074,0.0,7.5,0,13.8,222.1319506666074,172.12361865160682,0.0,164.62361865160682,0.0,0,150.8236186516068,32.413824,29.450423072387352,2.9634009276126463,GDI_DEAC_C_TRX11_SS1,470.302261,40.6,aluminum,2283.04032522339,87.6159060794973,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,0.0,1560.203028029997,0.0,252.5350361933928,2583.04032522339,72.0,20.0,1.6281763510142275,15.147275179818951,4177.133048858646,3320.8234150226576,0.0,0.0,0.0,GDI_DEAC_C_TRX11_SS1,4648.5415311,9334.304746654318,21480.80274163562,7497.956463881304,23594.31876569493,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,207.1998931576052,181.3614489402679,178.32123170224352,155.3083307518257,354.04578584878595,224.92712912900168,2.2914661124549265,1.199728369687527,0.0,0.0
89,89,,1,1,ICE,,,,,,,,,0.0,0.0,223.71183972270896,223.71183972270896,0.0,7.5,0,13.8,223.71183972270896,173.99026674085155,0.0,166.49026674085155,0.0,0,152.69026674085154,33.750659923200004,29.814912244885637,3.935747678314371,GDI_DEAC_C_TRX11_SS1,486.2812740500001,42.63,aluminum,2352.99216076168,90.30043748478973,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,52.36385000000003,1612.566878029997,0.0,254.1440086816829,2652.99216076168,72.0,20.0,1.6281763510142275,15.147275179818951,4287.320923022488,3322.5336836869446,0.0,0.0,0.0,GDI_DEAC_C_TRX11_SS1,4730.034497655,9816.084646654315,22155.973751018748,7609.854606709433,23878.52192523154,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,210.01278775432564,184.24422834415347,180.64418923555647,156.13873381168588,360.21800835084923,225.6385392401677,2.370409675269064,1.231760711820703,0.0,0.0
90,90,,1,1,ICE,,,,,,,,,0.0,0.0,221.26309429028817,221.26309429028817,0.0,5.0,0,13.8,221.26309429028817,176.46943305186434,0.0,171.46943305186434,0.0,0,157.66943305186433,32.413824,30.78716417543924,1.626659824560761,GDI_DEAC_C_TRX12_SS0,700.1294666666668,38.66666666666666,steel,2467.266670808189,94.68593371492564,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,-49.87033333333343,1510.3326946966636,0.0,256.8045094448587,2767.266670808189,72.0,20.0,1.6281763510142275,15.147275179818951,4464.80672768834,3156.318303067461,0.0,0.0,0.0,GDI_DEAC_C_TRX12_SS0,3825.2913,8875.466746654316,20321.883077410115,7621.125030755801,22813.798871508003,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,216.71226441095016,191.68421908748604,188.14043749517757,152.72336944274588,361.9746566597624,218.8838009584168,2.497734778363014,1.2843088680962904,0.0,0.0
91,91,,1,1,ICE,,,,,,,,,0.0,0.0,223.43315588058735,223.43315588058735,0.0,5.0,0,13.8,223.43315588058735,178.5330911976214,0.0,173.5330911976214,0.0,0,159.73309119762138,32.413824,31.19012231961234,1.2237016803876593,GDI_DEAC_C_TRX12_SS0,723.5419400000001,40.6,steel,2542.244108770617,97.56333193256542,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,0.0,1560.203028029997,0.0,258.49914074062,2842.244108770617,72.0,20.0,1.6281763510142275,15.147275179818951,4579.611019475034,3156.318303067461,0.0,0.0,0.0,GDI_DEAC_C_TRX12_SS0,3877.969365,9334.304746654318,20948.20343419681,7735.929322542494,23074.100018828714,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,219.8775063167954,194.8694958706089,190.8118292229645,153.59379967811964,369.1886023151296,220.25162522512215,2.580199038124665,1.3189303770257688,0.0,0.0
92,92,,1,1,ICE,,,,,,,,,0.0,0.0,225.732442982836,225.732442982836,0.0,5.0,0,13.8,225.732442982836,180.71810305247084,0.0,175.71810305247084,0.0,0,161.91810305247083,33.750659923200004,31.616776474437664,2.13388344876234,GDI_DEAC_C_TRX12_SS0,748.1250370000001,42.63,steel,2621.0025980153587,100.58583500462797,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,52.36385000000003,1612.566878029997,0.0,260.3106829853613,2921.0025980153587,72.0,20.0,1.6281763510142275,15.147275179818951,4698.840718644425,3156.318303067461,0.0,0.0,0.0,GDI_DEAC_C_TRX12_SS0,3933.28133325,9816.084646654315,21604.525001616203,7855.159021711885,23346.29858377112,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,223.2261108750496,198.2307215858753,193.6392125060888,154.5236797890115,376.7657798494467,221.7104808025124,2.665926615910534,1.3554167807791395,0.0,0.0
93,93,,1,1,ICE,,,,,,,,,0.0,0.0,214.1910196523556,214.1910196523556,0.0,5.0,0,13.8,214.1910196523556,169.72121480062006,0.0,164.72121480062006,0.0,0,150.92121480062005,32.413824,29.469480086828277,2.944343913171725,GDI_DEAC_C_TRX12_SS0,455.0841533333334,38.66666666666666,aluminum,2216.458086768967,85.06068921077438,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,-49.87033333333343,1510.3326946966636,0.0,251.04123873897024,2516.458086768967,72.0,20.0,1.6281763510142275,15.147275179818951,4071.1312515849622,3156.318303067461,0.0,0.0,0.0,GDI_DEAC_C_TRX12_SS0,4570.929182,8875.466746654316,20673.845483306737,7227.449554652423,23098.472699486145,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,206.341450003279,181.1560715230159,179.39890650949678,149.95525775756394,337.8580454408664,214.5198945200097,2.21559838622967,1.169336415512252,0.0,0.0
94,94,,1,1,ICE,,,,,,,,,0.0,0.0,216.0341467710146,216.0341467710146,0.0,5.0,0,13.8,216.0341467710146,171.48500159901013,0.0,166.48500159901013,0.0,0,152.68500159901012,32.413824,29.81388415222911,2.5999398477708877,GDI_DEAC_C_TRX12_SS0,470.302261,40.6,aluminum,2283.04032522339,87.6159060794973,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,0.0,1560.203028029997,0.0,252.5350361933928,2583.04032522339,72.0,20.0,1.6281763510142275,15.147275179818951,4177.133048858646,3156.318303067461,0.0,0.0,0.0,GDI_DEAC_C_TRX12_SS0,4648.5415311,9334.304746654318,21316.297629680423,7333.451351926107,23371.794957166683,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,209.05539722644917,183.92921036027855,181.68442970325032,150.66412941183276,344.2557094718505,215.6393042151748,2.2914661124549265,1.199728369687527,0.0,0.0
95,95,,1,1,ICE,,,,,,,,,0.0,0.0,217.9996275026392,217.9996275026392,0.0,5.0,0,13.8,217.9996275026392,173.36125764386378,0.0,168.36125764386378,0.0,0,154.56125764386377,33.750659923200004,30.180249412571417,3.5704105106285877,GDI_DEAC_C_TRX12_SS0,486.2812740500001,42.63,aluminum,2352.99216076168,90.30043748478973,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,52.36385000000003,1612.566878029997,0.0,254.1440086816829,2652.99216076168,72.0,20.0,1.6281763510142275,15.147275179818951,4287.320923022488,3156.318303067461,0.0,0.0,0.0,GDI_DEAC_C_TRX12_SS0,4730.034497655,9816.084646654315,21989.758370399264,7443.639226089949,23657.956632212172,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,211.93970500738692,186.86066965295475,184.11517513760117,151.4307783048604,350.98163879149206,216.8485781452635,2.370409675269064,1.231760711820703,0.0,0.0
96,96,,1,1,ICE,,,,,,,,,0.0,0.0,218.83730872981565,218.83730872981565,0.0,7.5,0,13.8,218.83730872981565,171.656814098307,0.0,164.156814098307,0.0,0,150.35681409830698,32.413824,29.359272948091817,3.054551051908181,GDI_DEAC_C_TRX12_SS1,700.1294666666668,38.66666666666666,steel,2467.266670808189,94.68593371492564,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,-49.87033333333343,1510.3326946966636,0.0,256.8045094448587,2767.266670808189,72.0,20.0,1.6281763510142275,15.147275179818951,4464.80672768834,3670.8717118535305,0.0,0.0,0.0,GDI_DEAC_C_TRX12_SS1,3825.2913,8875.466746654316,20836.436486196188,8135.678439541871,23305.271689511865,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,210.48816994532143,181.17822584841244,181.2898533148488,152.55711159692632,360.91201391466376,218.82977637638635,2.497734778363014,1.2843088680962904,0.0,0.0
97,97,,1,1,ICE,,,,,,,,,0.0,0.0,220.97583529075075,220.97583529075075,0.0,7.5,0,13.8,220.97583529075075,173.6548429816895,0.0,166.1548429816895,0.0,0,152.3548429816895,32.413824,29.749416059976618,2.6644079400233807,GDI_DEAC_C_TRX12_SS1,723.5419400000001,40.6,steel,2542.244108770617,97.56333193256542,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,0.0,1560.203028029997,0.0,258.49914074062,2842.244108770617,72.0,20.0,1.6281763510142275,15.147275179818951,4579.611019475034,3672.7048526380263,0.0,0.0,0.0,GDI_DEAC_C_TRX12_SS1,3877.969365,9334.304746654318,21464.58998376738,8252.31587211306,23567.105931677343,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,213.5502765476213,184.2130414339626,183.85299389856976,153.4394329728318,368.1687045503277,220.1987127839756,2.580199038124665,1.3189303770257688,0.0,0.0
98,98,,1,1,ICE,,,,,,,,,0.0,0.0,223.24224343105908,223.24224343105908,0.0,7.5,0,13.8,223.24224343105908,175.7705665090747,0.0,168.2705665090747,0.0,0,154.4705665090747,33.750659923200004,30.162540698827964,3.58811922437204,GDI_DEAC_C_TRX12_SS1,748.1250370000001,42.63,steel,2621.0025980153587,100.58583500462797,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,52.36385000000003,1612.566878029997,0.0,260.3106829853613,2921.0025980153587,72.0,20.0,1.6281763510142275,15.147275179818951,4698.840718644425,3674.630437222982,0.0,0.0,0.0,GDI_DEAC_C_TRX12_SS1,3933.28133325,9816.084646654315,22122.83713577173,8373.471155867406,23840.917248166927,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,216.7913431932539,187.41623103539925,186.5674260921084,154.38056215240545,375.7918097045489,221.6588589169592,2.665926615910534,1.3554167807791395,0.0,0.0
99,99,,1,1,ICE,,,,,,,,,0.0,0.0,211.8729557867609,211.8729557867609,0.0,7.5,0,13.8,211.8729557867609,165.12527450472444,0.0,157.62527450472444,0.0,0,143.82527450472443,32.413824,28.08389840089051,4.329925599109487,GDI_DEAC_C_TRX12_SS1,455.0841533333334,38.66666666666666,aluminum,2216.458086768967,85.06068921077438,0.0,0.0,1335,1.0,Compact:sedan:HEV:1.0:{'gasoline':1.0}:car:2.0:0.0:2019:2016.0:5.0:PS_DHE_TRXCV:steel:Toyota,2020,-49.87033333333343,1510.3326946966636,0.0,251.04123873897024,2516.458086768967,72.0,20.0,1.6281763510142275,15.147275179818951,4071.1312515849622,3664.739634564699,0.0,0.0,0.0,GDI_DEAC_C_TRX12_SS1,4570.929182,8875.466746654316,21182.266814803977,7735.870886149662,23584.838378430817,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,200.46849879999897,171.15334664496098,172.91645524190957,149.73931817671058,336.6638878945517,214.4632847337668,2.21559838622967,1.169336415512252,0.0,0.0
