compliance_id,veh_name,market_class,fueling_class,market_share_frac,credits_co2e_Mg_per_vehicle,target_co2e_Mg_per_vehicle,cert_co2e_Mg_per_vehicle,cert_co2e_grams_per_mile,cert_direct_co2e_grams_per_mile,cert_direct_kwh_per_mile,onroad_direct_co2e_grams_per_mile,onroad_direct_kwh_per_mile,new_vehicle_mfr_cost_dollars,new_vehicle_mfr_generalized_cost_dollars,battery_kwh,curbweight_lbs,rated_hp,footprint_ft2
General Motors,composite vehicle (cuv_suv_van.BEV.car.ALT),cuv_suv_van.BEV,BEV,1.0,27.898184513912806,37.70790674046447,9.809722226551663,50.238252962920264,-5.0,0.21071771096146674,0.0,0.33914627383799123,43570.55412782571,46566.10064555952,88.72324672061758,4185.6277709189635,213.48904011873907,47.68389929958432
General Motors,composite vehicle (cuv_suv_van.ICE.car.ALT),cuv_suv_van.ICE,ICE,1.0,-5.228123738672053,34.3513991465155,39.57952288518755,202.69749101312865,216.4974910131287,0.0,297.43467393329064,0.0,25875.30806742228,31967.495130452728,0.0,3218.887594078319,164.11280996410468,43.25070231254814
General Motors,composite vehicle (cuv_suv_van.ICE.car.ALT),cuv_suv_van.ICE,ICE,1.0,-4.787124347317634,34.3513991465155,39.138523493833134,200.43901330420937,214.23901330420935,0.0,295.52848394519896,0.0,25914.024712320002,31969.938172452326,0.0,3218.887594078319,164.11280996410468,43.25070231254814
General Motors,composite vehicle (cuv_suv_van.ICE.car.ALT),cuv_suv_van.ICE,ICE,1.0,-3.45650738419662,34.3513991465155,37.80790653071212,193.62456228855356,207.42456228855355,0.0,290.4228053668404,0.0,26046.762783547827,32005.530850795018,0.0,3038.1742561455485,154.86990191753765,43.25070231254814
General Motors,composite vehicle (cuv_suv_van.ICE.car.ALT),cuv_suv_van.ICE,ICE,1.0,1.130123967657017,34.3513991465155,33.221275178858484,170.13517688287897,183.935176882879,0.0,265.2652277603649,0.0,26744.054534386032,32224.10247707449,0.0,2957.4757507654404,151.2471737273734,43.25070231254814
General Motors,composite vehicle (cuv_suv_van.ICE.car.ALT),cuv_suv_van.ICE,ICE,1.0,1.419246969630346,34.3513991465155,32.932152176885154,168.65449943095066,182.45449943095068,0.0,264.42423650149135,0.0,26821.110690592446,32285.155095776383,0.0,2934.137302410421,149.55374182830488,43.25070231254814
General Motors,composite vehicle (cuv_suv_van.ICE.car.ALT),cuv_suv_van.ICE,ICE,1.0,3.1705927416825275,34.63011365008565,31.459520908403125,161.11275457023888,174.9127545702389,0.0,262.6976900896709,0.0,27450.056903326364,32810.05762561065,0.0,2950.493088715947,150.74051353835168,43.606655605183775
General Motors,composite vehicle (cuv_suv_van.ICE.car.ALT),cuv_suv_van.ICE,ICE,1.0,10.478103432612023,37.70790674046447,27.22980330785245,139.45122146351835,153.25122146351833,0.0,247.44156666976593,0.0,32639.594571213842,36893.84643545534,0.8561172708318749,3167.8575132109117,161.48427298438583,47.68389929958432
General Motors,composite vehicle (cuv_suv_van.ICE.car.ALT),cuv_suv_van.ICE,ICE,1.0,10.588993055577188,37.70790674046447,27.118913684887286,138.88332557402944,152.68332557402942,0.0,245.8380100895815,0.0,33024.93491513683,37248.67210089525,0.8962889999999981,3167.8575132109117,161.48427298438583,47.68389929958432
General Motors,composite vehicle (cuv_suv_van.ICE.car.ALT),cuv_suv_van.ICE,ICE,1.0,10.617909823663183,37.70790674046447,27.089996916801287,138.73523494756478,152.5352349475648,0.0,245.91182871549142,0.0,33183.720230058076,37408.86020591176,0.8962889999999981,3167.8575132109117,161.48427298438583,47.68389929958432
General Motors,composite vehicle (cuv_suv_van.ICE.car.ALT),cuv_suv_van.ICE,ICE,1.0,10.795208826135362,37.70790674046447,26.91269791432911,137.82723858124953,151.62723858124954,0.0,246.16732388654842,0.0,34514.07153734361,38744.073426456314,0.8962889999999979,3167.8575132109117,161.48427298438583,47.68389929958432
General Motors,composite vehicle (cuv_suv_van.ICE.car.ALT),cuv_suv_van.ICE,ICE,1.0,10.829126351419387,37.70790674046447,26.878780389045083,137.65353771839705,151.45353771839706,0.0,246.48619421987405,0.0,34974.000316986385,39210.07010904649,0.8962889999999979,3167.8575132109117,161.48427298438583,47.68389929958432
General Motors,composite vehicle (cuv_suv_van.ICE.car.NO_ALT),cuv_suv_van.ICE,ICE,0.9999999999999999,-4.065894896757629,35.572553792398,39.63844868915564,202.99926606622643,216.79926606622644,0.0,334.22248545496467,0.0,29916.891380906574,36276.758815925255,0.0,3365.798644915878,179.51794117129938,44.95678641859943
General Motors,composite vehicle (sedan_wagon.BEV.car.NO_ALT),sedan_wagon.BEV,BEV,1.0,23.475925717338633,32.413824,8.937898282661367,45.77340565931952,-5.0,0.19680505629319228,0.0,0.30671484878775546,41113.89191164899,44636.546679752355,82.86528686029149,3737.800585925428,211.0215552233112,40.28571428571428
General Motors,composite vehicle (sedan_wagon.BEV.car.NO_ALT),sedan_wagon.BEV,BEV,1.0,26.000136988804847,35.148330345599994,9.148193356795147,46.85038387411477,-5.0,0.19869077657565215,0.0,0.3090491364163332,42469.24920835978,45189.79040203466,83.659274347643,3908.9416476544347,220.6835080692205,44.415
